IPEDSID,NAME,LADDR,LADDR2,LCITY,LSTATE,LZIP,LZIP4,COUNTRY,PHONE,STFIPS,COFIPS,LAT,LON,SECTOR,LEVEL,INST_TYPE,NAICS_CODE,NAICS_DESC,HI_OFFER,DEG_GRANT,LOCALE,STATUS,CLOSE_DATE,MERGE_ID,ALIAS,SIZE_SET,INST_SIZE,PT_ENROLL,FT_ENROLL,TOT_ENROLL,HOUSING,DORM_CAP,FTE,NCES_URL,SCHOOL_URL,SHELTER_ID,LAST_UPDAT
220598,Lane College,545 Lane Ave,,Jackson,TN,38301,4598,US,7314267500,47,47113,35.62819682000,-88.80683192700,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,13,A,-2,-2,,11,2,33,1949,1982,1,1250,318,http://nces.ed.gov/GLOBALLOCATOR/,www.lanecollege.edu,,2010/01/15
220589,Lambuth University,705 Lambuth Boulevard,,Jackson,TN,38301,,US,7314252500,47,47113,35.62386186800,-88.82801448200,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,13,A,-2,-2,,8,1,69,748,817,1,611,184,http://nces.ed.gov/GLOBALLOCATOR/,www.lambuth.edu,,2010/01/15
222099,West Tennessee Business College,1186 Highway 45 Bypass,,Jackson,TN,38301,,US,7316687240,47,47113,35.63587272700,-88.84891818200,6,2,3,611210,Junior Colleges,40,1,13,A,-2,-2,,1,1,22,292,314,2,0,38,http://nces.ed.gov/GLOBALLOCATOR/,www.wtbc.edu,,2010/01/15
221494,Tennessee Technology Center at Shelbyville,1405 Madison St,,Shelbyville,TN,37160,,US,9316855013,47,47003,35.49119914000,-86.41728989100,4,2,1,611519,Other Technical and Trade Schools,0,2,32,A,-2,-2,Shelbyville Tech,-3,1,95,390,485,2,0,43,http://nces.ed.gov/GLOBALLOCATOR/,www.ttcshelbyville.edu,,2010/01/15
368452,Nossi College of Art,907 Rivergate Pky Bldg E6,,Goodlettsville,TN,37072,9928,US,6158511088,47,47037,36.29962814400,-86.70102719600,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,,1,1,0,405,405,2,0,52,http://nces.ed.gov/GLOBALLOCATOR/,www.nossi.com,,2010/01/15
392798,Volunteer Beauty Inc,1793 B Gallatin Pke N,,Madison,TN,37115,2122,US,6158654477,47,47037,36.29657063600,-86.70131794000,9,3,3,611511,Cosmetology and Barber Schools,0,2,11,A,-2,-2,,-3,1,11,59,70,2,0,6,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/01/15
220996,Middle Tennessee School of Anesthesia Inc,315 Hospital Drive,,Madison,TN,37116,,US,6157327677,47,47037,36.25299699600,-86.68339617300,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,11,A,-2,-2,MTSA,-2,1,0,213,213,2,0,39,http://nces.ed.gov/GLOBALLOCATOR/,www.MTSA.edu,,2010/01/15
221157,Nashville College of Medical Careers,1556 Crestview Dr,,Madison,TN,37115,,US,6158682963,47,47037,36.29172004300,-86.70629571600,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,0,172,172,2,0,14,http://nces.ed.gov/GLOBALLOCATOR/,www.Nashvillecollege.com,,2010/01/15
219578,Aquinas College,4210 Harding Pike,,Nashville,TN,37205,,US,6152977545,47,47037,36.13218659600,-86.84421359200,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,,6,1,465,377,842,2,0,166,http://nces.ed.gov/GLOBALLOCATOR/,www.aquinascollege.edu,,2010/01/15
248925,Tennessee Technology Center at Nashville,100 White Bridge Rd,,Nashville,TN,37209,4515,US,61542555005500,47,47037,36.13264941100,-86.85633507200,4,2,1,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,325,388,713,2,0,72,http://nces.ed.gov/GLOBALLOCATOR/,www.ttcnashville.edu,,2010/01/15
220002,Draughons Junior College Inc,340 Plus Park Blvd,,Nashville,TN,37217,,US,6153617555,47,47037,36.13222752800,-86.72295830100,6,2,3,611210,Junior Colleges,40,1,11,A,-2,-2,,2,1,23,427,450,2,0,38,http://nces.ed.gov/GLOBALLOCATOR/,www.draughons.edu,,2010/01/15
392840,Watkins College of Art & Design,2298 Rosa L Parks Blvd,,Nashville,TN,37228,,US,6153834848,47,47037,36.19465906800,-86.80588776600,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,Watkins Institute,-2,1,132,264,396,1,96,76,http://nces.ed.gov/GLOBALLOCATOR/,www.watkins.edu,,2010/01/15
220792,Meharry Medical College,1005 DB TODD BLVD,,NASHVILLE,TN,37208,,US,6153276111,47,47037,36.16670847600,-86.80731541800,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,11,A,-2,-2,,-2,1,0,87,87,1,213,936,http://nces.ed.gov/GLOBALLOCATOR/,www.mmc.edu,,2010/01/15
221148,Nashville Auto Diesel College Inc,1524 Gallatin Rd,,Nashville,TN,37206,,US,8002286232,47,47037,36.19540490900,-86.74566194900,6,2,3,611210,Junior Colleges,40,1,11,A,-2,-2,,3,2,0,2207,2207,1,706,209,http://nces.ed.gov/GLOBALLOCATOR/,www.nadcedu.com,,2010/01/15
151494,ITT Technical Institute-Nashville,2845 Elm Hill Pike,,Nashville,TN,37214,3717,US,6158898700,47,47037,36.14700499200,-86.66304668400,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,,-2,1,342,715,1057,2,0,124,http://nces.ed.gov/GLOBALLOCATOR/,www.itt-tech.edu,,2010/01/15
403414,Volunteer Beauty Inc,5338 Charlotte Ave.,,Nashville,TN,37209,3033,US,6152984600,47,47037,36.04787174200,-86.71510366600,9,3,3,611511,Cosmetology and Barber Schools,0,2,11,A,-2,-2,,-3,1,0,27,27,2,0,3,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/01/15
219976,Lipscomb University,One University Park Drive,,Nashville,TN,37204,3951,US,6159661000,47,47037,36.10468951100,-86.79930374700,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,21,A,-2,-2,David Lipscomb University |David Lipscomb |Lipscomb,11,2,431,2623,3054,1,1495,571,http://nces.ed.gov/GLOBALLOCATOR/,www.lipscomb.edu,,2010/01/15
388043,National College of Business and Technology-Nashville,3748 Nolensville Pk,,Nashville,TN,37211,,US,6153333344,47,47037,36.04466873400,-86.70062735900,6,2,3,611210,Junior Colleges,40,1,11,A,-2,-2,,1,2,281,1072,1353,2,0,196,http://nces.ed.gov/GLOBALLOCATOR/,www.national-college.edu,,2010/01/15
221184,Nashville State Technical Community College,120 White Bridge Rd,,Nashville,TN,37209,4515,US,6153533333,47,47037,36.13545323200,-86.85672251800,4,2,1,611210,Junior Colleges,40,1,11,A,-2,-2,,3,3,5056,2660,7716,2,0,612,http://nces.ed.gov/GLOBALLOCATOR/,www.nscc.edu,,2010/01/15
221838,Tennessee State University,3500 John Merritt Blvd,,Nashville,TN,37209,1561,US,6159635111,47,47037,36.16899010200,-86.82937012400,1,1,1,611310,"Colleges, Universities, and Professional Schools",10,1,11,A,-2,-2,,13,3,2273,5732,8005,1,2700,1506,http://nces.ed.gov/GLOBALLOCATOR/,www.tnstate.edu,,2010/01/15
221892,Trevecca Nazarene University,333 Murfreesboro Rd,,Nashville,TN,37210,,US,6152481200,47,47037,36.14211450700,-86.75356580200,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,11,A,-2,-2,,11,2,290,2076,2366,1,735,396,http://nces.ed.gov/GLOBALLOCATOR/,www.trevecca.edu,,2010/01/15
219505,American Baptist College,1800 Baptist World Ctr Dr,,Nashville,TN,37207,,US,6152561463,47,47037,36.20115460100,-86.78930104400,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,,-2,1,28,61,89,1,50,15,http://nces.ed.gov/GLOBALLOCATOR/,www.abcnash.edu,,2010/01/15
219709,Belmont University,1900 Belmont Blvd,,Nashville,TN,37212,3757,US,6154606000,47,47037,36.13386614100,-86.79471511200,2,1,2,611310,"Colleges, Universities, and Professional Schools",11,1,11,A,-2,-2,,14,2,736,4339,5075,1,2100,1030,http://nces.ed.gov/GLOBALLOCATOR/,www.belmont.edu,,2010/01/15
220181,Fisk University,1000 17th Ave N,,Nashville,TN,37208,4501,US,6153298500,47,47037,36.16912017600,-86.80567149100,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,11,A,-2,-2,,8,1,50,676,726,1,775,227,http://nces.ed.gov/GLOBALLOCATOR/,www.fisk.edu,,2010/01/15
221999,Vanderbilt University,2101 West End Avenue,,Nashville,TN,37240,,US,6153227311,47,47037,36.14442982400,-86.80487464500,2,1,2,611310,"Colleges, Universities, and Professional Schools",11,1,11,A,-2,-2,,17,4,774,11319,12093,1,5689,19925,http://nces.ed.gov/GLOBALLOCATOR/,www.vanderbilt.edu,,2010/01/15
219994,Tennessee Technology Center at Dickson,740 Hwy 46,,Dickson,TN,37055,,US,6154416220,47,47043,35.99389052700,-87.32754764400,4,2,1,611519,Other Technical and Trade Schools,0,2,41,A,-2,-2,,-3,1,37,398,435,2,0,47,http://nces.ed.gov/GLOBALLOCATOR/,WWW.TTCDICKSON.EDU,,2010/01/15
220701,Martin Methodist College,433 West Madison Street,,Pulaski,TN,38478,2799,US,9313639800,47,47055,35.20066172700,-87.03508463900,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,32,A,-2,-2,,7,1,162,805,967,1,364,167,http://nces.ed.gov/GLOBALLOCATOR/,www.martinmethodist.edu,,2010/01/15
221333,Tennessee Technology Center at Pulaski,1233 E College St,,Pulaski,TN,38478,0614,US,9314244014,47,47055,35.18917074800,-87.00402987600,4,2,1,611519,Other Technical and Trade Schools,0,2,32,A,-2,-2,,-3,1,34,76,110,2,0,26,http://nces.ed.gov/GLOBALLOCATOR/,www.ttcpulaski.edu,,2010/01/15
220321,Tennessee Technology Center at Hohenwald,813 West Main,,Hohenwald,TN,38462,2201,US,9317965351124,47,47101,35.54894544500,-87.57487038900,4,2,1,611519,Other Technical and Trade Schools,0,2,33,A,-2,-2,,-3,1,110,279,389,2,0,49,http://nces.ed.gov/GLOBALLOCATOR/,www.ttchohenwald.edu,,2010/01/15
368443,Draughons Junior College,1860 Wilma Rudolph Blvd,,Clarksville,TN,37040,6718,US,9315527600,47,47125,36.55824931400,-87.32221440700,6,2,3,611210,Junior Colleges,40,1,12,A,-2,-2,,1,1,126,413,539,2,0,41,http://nces.ed.gov/GLOBALLOCATOR/,www.draughons.edu,,2010/01/15
219602,Austin Peay State University,601 College St,,Clarksville,TN,37044,,US,9312217011,47,47125,36.53331930200,-87.35408072300,1,1,1,611310,"Colleges, Universities, and Professional Schools",20,1,12,A,-2,-2,,12,3,2915,6633,9548,1,1411,987,http://nces.ed.gov/GLOBALLOCATOR/,www.apsu.edu,,2010/01/15
382771,Miller-Motte Technical College,1820 Business Park Dr,,Clarksville,TN,37040,,US,9315530071,47,47125,36.55334379200,-87.32868985200,6,2,3,611210,Junior Colleges,40,1,12,A,-2,-2,,1,1,154,350,504,2,0,68,http://nces.ed.gov/GLOBALLOCATOR/,www.miller-motte.com,,2010/01/15
376677,Queen City College,1594 Fort Campbell Blvd,,Clarksville,TN,37042,,US,9316452361,47,47125,36.57352083900,-87.40870643400,9,3,3,611519,Other Technical and Trade Schools,0,2,12,A,-2,-2,,-3,1,3,139,142,2,0,14,http://nces.ed.gov/GLOBALLOCATOR/,www.queencitycollege.com,,2010/01/15
418889,North Central Institute,168 Jack Miller Blvd,,Clarksville,TN,37042,,US,9314319700,47,47125,36.62787777500,-87.44672420400,6,2,3,611210,Junior Colleges,40,1,12,A,-2,-2,,1,1,115,85,200,2,0,31,http://nces.ed.gov/GLOBALLOCATOR/,www.nci.edu,,2010/01/15
221102,Tennessee Technology Center at Murfreesboro,1303 Old Fort Pky,,Murfreesboro,TN,37129,3311,US,6158988010,47,47149,35.84757616600,-86.44815895800,4,2,1,611519,Other Technical and Trade Schools,0,2,13,A,-2,-2,,-3,1,44,240,284,2,0,56,http://nces.ed.gov/GLOBALLOCATOR/,www.ttcmurfreesboro.edu,,2010/01/15
220279,Tennessee Technology Center at Hartsville,716 McMurry Blvd,,Hartsville,TN,37074,2028,US,6153742147,47,47169,36.38857127100,-86.13960514500,4,2,1,611519,Other Technical and Trade Schools,0,2,42,A,-2,-2,,-3,1,20,200,220,2,0,19,http://nces.ed.gov/GLOBALLOCATOR/,www.ttchartsville.edu,,2010/01/15
221847,Tennessee Technological University,1 William L. Jones Drive,,Cookeville,TN,38505,0001,US,9313723223,47,47141,36.17465917400,-85.50395686400,1,1,1,611310,"Colleges, Universities, and Professional Schools",10,1,33,A,-2,-2,Tennessee Tech University|Tennessee Tech|TTU|Tenn Tech|TN Tech|Tech|,13,4,2681,8112,10793,1,2282,1353,http://nces.ed.gov/GLOBALLOCATOR/,www.tntech.edu,,2010/01/15
376631,Mr Waynes School of Unisex Hair Design,170 S Willow Ave,,Cookeville,TN,38501,,US,9315261478,47,47141,36.16036124100,-85.51346706800,9,3,3,611511,Cosmetology and Barber Schools,0,2,33,A,-2,-2,,-3,1,4,15,19,2,0,2,http://nces.ed.gov/GLOBALLOCATOR/,www.misterwaynes.com,,2010/01/15
221607,Tennessee Technology Center at McMinnville,241 Vo Tech Dr,,McMinnville,TN,37110,,US,9314735587,47,47177,35.69983570900,-85.74280923700,4,2,1,611519,Other Technical and Trade Schools,0,2,32,A,-2,-2,Vo Tech,-3,1,22,190,212,2,0,26,http://nces.ed.gov/GLOBALLOCATOR/,www.ttcmcminnville.edu,,2010/01/15
179955,William Jewell College,500 College Hill,,Liberty,MO,64068,1896,US,8167817700,29,29047,39.24784771800,-94.41206950000,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,21,A,-2,-2,,11,2,154,1056,1210,1,896,386,http://nces.ed.gov/GLOBALLOCATOR/,www.jewell.edu,,2010/01/15
176938,Central Bible College,3000 N Grant Ave,,Springfield,MO,65803,1033,US,4178332551,29,29077,37.25317496100,-93.29503550000,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,12,A,-2,-2,,-2,1,84,554,638,1,663,152,http://nces.ed.gov/GLOBALLOCATOR/,www.cbcag.edu,,2010/01/15
176664,Baptist Bible College and Graduate School,628 E Kearney,,Springfield,MO,65803,3498,US,4172686060,29,29077,37.23973098400,-93.28538500000,2,1,2,611310,"Colleges, Universities, and Professional Schools",21,1,12,A,-2,-2,,8,1,71,352,423,1,706,136,http://nces.ed.gov/GLOBALLOCATOR/,www.gobbc.edu,,2010/01/15
177214,Drury University,900 N.Benton,,Springfield,MO,65802,3791,US,4178737879,29,29077,37.21975691100,-93.28577300000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,12,A,-2,-2,,13,3,1744,3356,5100,1,938,443,http://nces.ed.gov/GLOBALLOCATOR/,www.drury.edu,,2010/01/15
404365,Vatterott College,3850 South Campbell,,Springfield,MO,65807,,US,4178318116,29,29077,37.21021285700,-93.27500800000,6,2,3,611210,Junior Colleges,40,1,12,A,-2,-2,Vatterott Educational Centers,1,1,0,420,420,2,0,42,http://nces.ed.gov/GLOBALLOCATOR/,www.vatterott-college.edu,,2010/01/15
179317,Saint Paul School of Theology,5123 E. Truman Rd,,Kansas City,MO,64127,,US,8164839600,29,29095,39.09298887000,-94.52143750000,2,1,2,611310,"Colleges, Universities, and Professional Schools",11,1,11,A,-2,-2,,-2,1,127,140,267,1,56,99,http://nces.ed.gov/GLOBALLOCATOR/,www.spst.edu,,2010/01/15
178402,University of Missouri-Kansas City,5100 Rockhill Rd,,Kansas City,MO,64110,,US,8162351000,29,29095,39.03536605300,-94.57803950000,1,1,1,611310,"Colleges, Universities, and Professional Schools",10,1,11,A,-2,-2,,15,4,5862,8619,14481,1,883,3457,http://nces.ed.gov/GLOBALLOCATOR/,www.umkc.edu/,,2010/01/15
179043,Rockhurst University,1100 Rockhurst Rd,,Kansas City,MO,64110,2561,US,8165014000,29,29095,39.03084296900,-94.57124850000,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,11,A,-2,-2,Rockhurst,10,2,1245,1841,3086,1,949,447,http://nces.ed.gov/GLOBALLOCATOR/,www.rockhurst.edu,,2010/01/15
178518,Nazarene Theological Seminary,1700 E Meyer Blvd,,Kansas City,MO,64131,1246,US,8162685400,29,29095,39.01078033700,-94.56645950000,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,11,A,-2,-2,,-2,1,140,142,282,2,0,62,http://nces.ed.gov/GLOBALLOCATOR/,www.nts.edu,,2010/01/15
176628,Avila University,11901 Wornall Rd,,Kansas City,MO,64145,1698,US,8169428400,29,29095,38.91215880200,-94.59138700000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,11,A,-2,-2,,9,2,427,1512,1939,1,352,364,http://nces.ed.gov/GLOBALLOCATOR/,www.Avila.edu,,2010/01/15
178721,Park University,8700 NW River Park Dr,,Parkville,MO,64152,3795,US,8167412000,29,29165,39.18947691900,-94.67708600000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,21,A,-2,-2,,12,4,11429,1028,12457,1,496,426,http://nces.ed.gov/GLOBALLOCATOR/,www.park.edu,,2010/01/15
177968,Lindenwood University,209 S Kingshighway,,Saint Charles,MO,63301,1695,US,6369492000,29,29183,38.78820275800,-90.50282550000,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,13,A,-2,-2,,14,4,2651,7602,10253,1,3550,801,http://nces.ed.gov/GLOBALLOCATOR/,www.lindenwood.edu,,2010/01/15
262031,St Charles Community College,4601 Mid Rivers Mall Dr,,Cottleville,MO,63376,0975,US,6369228000,29,29183,38.76042525100,-90.64014650000,4,2,1,611210,Junior Colleges,40,1,21,A,-2,-2,SCC,3,3,3598,3736,7334,2,0,841,http://nces.ed.gov/GLOBALLOCATOR/,www.stchas.edu,,2010/01/15
178244,Missouri Baptist University,One College Park Dr,,Saint Louis,MO,63141,8698,US,8774341115,29,29189,38.64201658800,-90.46260608300,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,21,A,-2,-2,,9,2,3173,1591,4764,1,225,366,http://nces.ed.gov/GLOBALLOCATOR/,www.mobap.edu,,2010/01/15
177418,Fontbonne University,6800 Wydown Blvd,,Saint Louis,MO,63105,3098,US,3148623456,29,29189,38.64269744600,-90.31571199700,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,21,A,-2,-2,,9,2,977,1990,2967,1,280,612,http://nces.ed.gov/GLOBALLOCATOR/,www.fontbonne.edu,,2010/01/15
177092,Concordia Seminary,801 Seminary Place,,Saint Louis,MO,63105,3196,US,3145057000,29,29189,38.63816034200,-90.31204057600,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,21,A,-2,-2,,-2,1,100,438,538,1,271,167,http://nces.ed.gov/GLOBALLOCATOR/,WWW.CSL.EDU,,2010/01/15
177551,Harris-Stowe State University,3026 Laclede Ave,,Saint Louis,MO,63103,2136,US,3143403366,29,29510,38.63174374000,-90.22428800000,1,1,1,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,Harris-Stowe State College |Harris-Stowe,9,2,484,1380,1864,1,228,398,http://nces.ed.gov/GLOBALLOCATOR/,www.hssu.edu,,2010/01/15
177065,Columbia College,1001 Rogers,,Columbia,MO,65216,,US,5738758700,29,29019,38.95789919400,-92.32654420500,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,13,A,-2,-2,,13,4,5643,8438,14081,1,392,559,http://nces.ed.gov/GLOBALLOCATOR/,www.ccis.edu,,2010/01/15
177250,East Central College,1964 Prairie Dell Rd,,Union,MO,63084,,US,6365835193,29,29071,38.43029625700,-90.97553450000,4,2,1,611210,Junior Colleges,40,1,41,A,-2,-2,,3,2,1956,1635,3591,2,0,353,http://nces.ed.gov/GLOBALLOCATOR/,www.eastcentral.edu,,2010/01/15
160649,Southern University at Shreveport,3050 Martin Luther King Dr,,Shreveport,LA,71107,,US,3186706000,22,22017,32.54563249200,-93.83455874700,4,2,1,611210,Junior Colleges,40,1,41,A,-2,-2,,2,2,1084,967,2051,1,240,337,http://nces.ed.gov/GLOBALLOCATOR/,www.susla.edu,,2010/06/01
158158,American School of Business,702 Professional Dr N,,Shreveport,LA,71105,5646,US,3187983333,22,22017,32.41497485600,-93.72496300000,9,3,3,611410,Business and Secretarial Schools,0,2,12,A,-2,-2,,-3,1,29,80,109,2,0,11,http://nces.ed.gov/GLOBALLOCATOR/,WWW.AMERICANSCHOOLOFBUSINESS.COM,,2010/01/15
159416,Louisiana State University-Shreveport,One University Place,,Shreveport,LA,71115,2399,US,3187975000,22,22017,32.42876759500,-93.70376165600,1,1,1,611310,"Colleges, Universities, and Professional Schools",20,1,41,A,-2,-2,LSUS,12,2,1456,2492,3948,2,0,482,http://nces.ed.gov/GLOBALLOCATOR/,www.lsus.edu/,,2010/06/01
158802,Dillard University,2601 Gentilly Blvd,,New Orleans,LA,70122,,US,5048164640,22,22071,29.99646759900,-90.06534800000,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,12,A,-2,-2,,10,1,70,781,851,1,803,281,http://nces.ed.gov/GLOBALLOCATOR/,www.dillard.edu,,2010/01/15
159373,Louisiana State University Health Sciences Center at New Orleans,433 Bolivar St,,New Orleans,LA,70112,2223,US,5045684808,22,22071,29.95727219600,-90.08314519300,1,1,1,611310,"Colleges, Universities, and Professional Schools",11,1,12,A,-2,-2,LSUHSC |LSUHSC-NO |LSUMC |LSU Medical Center |LSU Health Sciences Center |LSU Health Sciences Center at New Orleans,-2,2,393,2039,2432,1,466,3333,http://nces.ed.gov/GLOBALLOCATOR/,www.lsuhsc.edu/,,2010/06/01
158662,Delgado Community College,615 City Park Ave,,New Orleans,LA,70119,,US,5043616410,22,22071,29.98514898700,-90.10396222700,4,2,1,611210,Junior Colleges,40,1,12,A,-2,-2,,5,4,8063,6387,14450,2,0,1094,http://nces.ed.gov/GLOBALLOCATOR/,WWW.DCC.EDU,,2010/06/01
160755,Tulane University of Louisiana,6823 Saint Charles Ave,,New Orleans,LA,70118,5698,US,5048655000,22,22071,29.93969616700,-90.12040931300,2,1,2,611310,"Colleges, Universities, and Professional Schools",11,1,12,A,-2,-2,,16,4,2133,9024,11157,1,3400,4697,http://nces.ed.gov/GLOBALLOCATOR/,www.tulane.edu,,2010/06/01
207254,Spartan College of Aeronautics and Technology,8820 E Pine St,,Tulsa,OK,74115,,US,9188366886,40,40143,36.17801103300,-95.87901200000,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,,9,2,0,1239,1239,1,308,225,http://nces.ed.gov/GLOBALLOCATOR/,www.spartan.edu,,2010/01/15
228653,The University of Texas Medical Branch,301 University Blvd,,Galveston,TX,77555,0129,US,4097721011,48,48167,29.31133330300,-94.77640088900,1,1,1,611310,"Colleges, Universities, and Professional Schools",10,1,13,A,-2,-2,The University of Texas Medical Branch at Galveston|UTMB,-2,2,514,1836,2350,1,236,5160,http://nces.ed.gov/GLOBALLOCATOR/,www.utmb.edu,,2010/01/15
222567,Alvin Community College,3110 Mustang Rd,,Alvin,TX,77511,4898,US,2817563500,48,48039,29.39658069900,-95.24107850000,4,2,1,611210,Junior Colleges,40,1,21,A,-2,-2,Alvin|ACC|Dolphins,3,2,2763,1623,4386,2,0,448,http://nces.ed.gov/GLOBALLOCATOR/,www.alvincollege.edu,,2010/01/15
225399,Houston Baptist University,7502 Fondren Rd,,Houston,TX,77074,3298,US,2816493000,48,48201,29.69441386200,-95.51597810300,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,11,A,-2,-2,HBU,10,2,553,2011,2564,1,920,350,http://nces.ed.gov/GLOBALLOCATOR/,www.hbu.edu,,2010/01/15
227757,Rice University,6100 S Main,,Houston,TX,77005,1827,US,7133480000,48,48201,29.71648497300,-95.40362533300,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,11,A,-2,-2,,14,3,131,5206,5337,1,2080,2585,http://nces.ed.gov/GLOBALLOCATOR/,www.rice.edu,,2010/01/15
155210,Johnson County Community College,12345 College Blvd,,Overland Park,KS,66210,1299,US,9134698500,20,20091,38.92377489800,-94.73061400000,4,2,1,611210,Junior Colleges,40,1,12,A,-2,-2,,5,4,12325,6737,19062,2,0,2278,http://nces.ed.gov/GLOBALLOCATOR/,www.jccc.edu,,2010/01/15
155520,MidAmerica Nazarene University,2030 E College Way,,Olathe,KS,66062,1899,US,9137823750,20,20091,38.87260767300,-94.78258550000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,21,A,-2,-2,Mid-America Nazarene College,11,2,423,1339,1762,1,699,450,http://nces.ed.gov/GLOBALLOCATOR/,www.mnu.edu,,2010/01/15
155265,Kansas City Kansas Community College Technical Education Center,2220 N 59th St,,Kansas City,KS,66104,2821,US,9136274100,20,20209,39.12417891100,-94.74827650000,7,3,1,611519,Other Technical and Trade Schools,0,2,12,A,-2,-2,KCKCC-TEC |Kansas City Kansas Area Technical School |KCKATS,-3,1,347,251,598,2,0,99,http://nces.ed.gov/GLOBALLOCATOR/,www.kckats.com,,2010/01/15
176239,Pearl River Community College,101 Hwy 11 N,,Poplarville,MS,39470,,US,6014031000,28,28109,30.84680911700,-89.54599959700,4,2,1,611210,Junior Colleges,40,1,43,A,-2,-2,,3,3,1500,3300,4800,1,850,600,http://nces.ed.gov/GLOBALLOCATOR/,www.prcc.edu,,2010/01/15
443890,University of Phoenix-Memphis Campus,"65 Germantown Court, Suite 100",,Cordova,TN,38018,7290,US,9017511086,47,47157,35.13003124100,-89.79665945400,3,1,3,611310,"Colleges, Universities, and Professional Schools",20,1,11,A,-2,-2,,-2,1,0,666,666,2,0,254,http://nces.ed.gov/GLOBALLOCATOR/,www.phoenix.edu,,2010/03/15
145372,Greenville College,315 E. College Ave,,Greenville,IL,62246,0159,US,6186642800,17,17005,38.89475131000,-89.40917850000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,32,A,-2,-2,,11,2,148,1462,1610,1,806,284,http://nces.ed.gov/GLOBALLOCATOR/,www.greenville.edu,,2010/01/15
146603,Lewis and Clark Community College,5800 Godfrey Rd,,Godfrey,IL,62035,,US,6184683411,17,17119,38.95240777400,-90.19555200000,4,2,1,611210,Junior Colleges,40,1,23,A,-2,-2,,3,3,5203,2813,8016,2,0,546,http://nces.ed.gov/GLOBALLOCATOR/,www.lc.edu,,2010/01/15
147013,McKendree University,701 College Rd,,Lebanon,IL,62254,1291,US,6185374481,17,17163,38.60943133100,-89.81448550000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,21,A,-2,-2,,10,2,1406,1852,3258,1,688,555,http://nces.ed.gov/GLOBALLOCATOR/,www.mckendree.edu,,2010/01/15
143215,Southwestern Illinois College,2500 Carlyle Ave,,Belleville,IL,62221,5899,US,6182352700,17,17163,38.51640576900,-89.92446600000,4,2,1,611210,Junior Colleges,40,1,41,A,-2,-2,"SWIC, Belleville Area College, BAC",4,4,8950,5358,14308,2,0,1033,http://nces.ed.gov/GLOBALLOCATOR/,www.swic.edu,,2010/01/15
220978,Middle Tennessee State University,1301 East Main Street,,Murfreesboro,TN,37132,,US,6158982300,47,47149,35.84913934600,-86.36209350000,1,1,1,611310,"Colleges, Universities, and Professional Schools",10,1,13,A,-2,-2,,15,5,4922,18950,23872,1,2925,2518,http://nces.ed.gov/GLOBALLOCATOR/,www.mtsu.edu,,2010/01/15
222053,Volunteer State Community College,1480 Nashville Pike,,Gallatin,TN,37066,3188,US,6154528600,47,47165,36.36360290600,-86.49731700000,4,2,1,611210,Junior Colleges,40,1,41,A,-2,-2,VSCC,3,3,3711,3530,7241,2,0,713,http://nces.ed.gov/GLOBALLOCATOR/,www.volstate.edu,,2010/01/15
